ID,Name,Address,Zip,Date,Result
1295,Physical Distribution,1800 SE Hawthorne Road,32641,10/28/16,Satisfactory
9816,Physical Distribution,1800 SE Hawthorne Road,32641,2/2/17,Satisfactory
9694,Pi Beta Phi Sorority,2489 W Fraternity Drive,32611,3/31/16,Satisfactory
1994,Pi Beta Phi Sorority,2489 W Fraternity Drive,32611,9/21/16,Satisfactory
7415,Pi Beta Phi Sorority,2489 W Fraternity Drive,32611,1/6/17,Satisfactory
2698,Pi Kappa Phi,419 Fraternity Row,32603,9/20/16,Satisfactory
1532,Pi Kappa Phi,419 Fraternity Row,32603,1/12/17,Unsatisfactory
3335,Pi Kappa Phi,419 Fraternity Row,32603,2/15/17,Incomplete
8738,Pi Kappa Phi,419 Fraternity Row,32603,3/22/17,Unsatisfactory
7084,Pi Lambda Phi,2285 W Fraternity Drive,32603,8/26/16,Satisfactory
5641,Pi Lambda Phi,2285 W Fraternity Drive,32603,12/2/16,Satisfactory
1277,Pollo Tropical,Building 686 UF,32611,6/27/16,Satisfactory
3299,Pollo Tropical,Building 686 UF,32611,9/15/16,Satisfactory
4728,Pollo Tropical,Building 686 UF,32611,11/29/16,Satisfactory
2921,Pollo Tropical,Building 686 UF,32611,3/21/17,Satisfactory
8491,Porters Community Center,512 SW 2nd Terrace,32601,7/22/16,Satisfactory
6042,Porters Community Center,512 SW 2nd Terrace,32601,12/8/16,Satisfactory
3789,Racquet Club - Moe's - Chomp It,114 Rec Center Dining,32611,8/30/16,Satisfactory
4136,Racquet Club - Moe's - Chomp It,114 Rec Center Dining,32611,1/5/17,Satisfactory
5383,Rawlings Subway/POD,651 Newell Drive,32611,8/18/16,Satisfactory
6337,Rawlings Subway/POD,651 Newell Drive,32611,12/9/16,Satisfactory
1880,Reichert House Youth Academy,1704 SE 2nd Avenue,32641,5/6/16,Satisfactory
7983,Reichert House Youth Academy,1704 SE 2nd Avenue,32641,8/2/16,Satisfactory
4518,Reichert House Youth Academy,1704 SE 2nd Avenue,32641,11/9/16,Unsatisfactory
1294,Reichert House Youth Academy,1704 SE 2nd Avenue,32641,1/30/17,Out of Business
3876,Reichert House Youth Academy,1704 SE 2nd Avenue,32641,11/23/16,Satisfactory
7326,ResCare 39th Avenue Cluster,5915 NW 39th Avenue,32606,4/12/16,Satisfactory
1382,ResCare 39th Avenue Cluster,5915 NW 39th Avenue,32606,7/13/16,Satisfactory
4984,ResCare 39th Avenue Cluster,5915 NW 39th Avenue,32606,10/21/16,Satisfactory
6435,ResCare 39th Avenue Cluster,5915 NW 39th Avenue,32606,1/9/17,Satisfactory
7647,Resilience Charter School,1717-A NE 9th Street,32609,2/1/17,Satisfactory
1267,Resilience Charter School,1717-A NE 9th Street,32609,8/8/16,Satisfactory
2306,Rising Roll,1325 W University Avenue,32611,5/18/16,Incomplete
5520,Rising Roll,1325 W University Avenue,32611,6/14/16,Satisfactory
5460,Rising Roll,1325 W University Avenue,32611,8/23/16,Satisfactory
2250,Rising Roll,1325 W University Avenue,32611,10/27/16,Satisfactory
3929,Rising Roll,1325 W University Avenue,32611,2/10/17,Satisfactory
2163,Rockey's Dueling Piano Bar,112 S Main Street,32601,9/22/16,Satisfactory
1894,Saga,109 S Main Street,32601,2/17/17,Satisfactory
6665,Santa Fe College Bookstore,"300 NW 83rd Street, Building S",32606,6/15/16,Satisfactory
2880,Santa Fe College Bookstore,"300 NW 83rd Street, Building S",32606,8/3/16,Satisfactory
2422,Santa Fe College Bookstore,"300 NW 83rd Street, Building S",32606,10/19/16,Satisfactory
2855,Santa Fe College Bookstore,"300 NW 83rd Street, Building S",32606,1/30/17,Satisfactory
9093,Scott Linder Tennis Stadium,Tennis Stadium,32604,9/21/16,Satisfactory
7123,Scott Linder Tennis Stadium,Tennis Stadium,32604,3/3/17,Satisfactory
9843,Sequel Alachua Academy,3430 NE 39th Avenue,32609,12/12/16,Satisfactory
2021,Sequel Alachua Academy,3430 NE 39th Avenue,32609,2/28/17,Satisfactory
2362,Sequel Alachua Academy,3430 NE 39th Avenue,32609,7/12/16,Satisfactory
3796,Sheesha,1029 W University Avenue,32601,12/23/16,Incomplete
1250,Siatech Charter High School,7022 NW 10th Place,32605,10/11/16,Satisfactory
7206,Sid Martin Bridge House,4400 SW 13 Street,32608,5/19/16,Satisfactory
6658,Sid Martin Bridge House,4400 SW 13 Street,32608,8/4/16,Satisfactory
6618,Sid Martin Bridge House,4400 SW 13 Street,32608,12/6/16,Satisfactory
2010,Sid Martin Bridge House,4400 SW 13 Street,32608,2/24/17,Satisfactory
1193,Sid Martin Bridge House,4400 SW 13 Street,32608,9/6/16,Satisfactory
6895,Sideline Club Kitchem Stand #7,250 Gale Lemerand Drive,32611,12/21/16,Satisfactory
7186,Sideline Club Kitchem Stand #7,250 Gale Lemerand Drive,32611,2/21/17,Satisfactory
5417,Sideline Club Kitchem Stand #7,250 Gale Lemerand Drive,32611,12/13/16,Satisfactory
4401,Sidney Lanier School,312 NW 16th Avenue,32609,4/12/16,Unsatisfactory
6095,Sidney Lanier School,312 NW 16th Avenue,32609,6/14/16,Satisfactory
7033,Sidney Lanier School,312 NW 16th Avenue,32609,10/19/16,Satisfactory
2615,Sidney Lanier School,312 NW 16th Avenue,32609,1/19/17,Satisfactory
4652,Sidney Lanier School,312 NW 16th Avenue,32609,5/2/16,Satisfactory
1341,Sidney Lanier School,312 NW 16th Avenue,32609,5/2/16,Satisfactory
2879,Sigma Alpha Epsilon,2 Fraternity Row,32603,3/31/16,Satisfactory
8960,Sigma Alpha Epsilon,2 Fraternity Row,32603,9/21/16,Unsatisfactory
7064,Sigma Alpha Epsilon,2 Fraternity Row,32603,1/12/17,Satisfactory
6391,Sigma Alpha Epsilon,2 Fraternity Row,32603,3/23/17,Satisfactory
4405,Sigma Alpha Epsilon,2 Fraternity Row,32603,10/5/16,Satisfactory
6245,Sigma Chi Fraternity,"611 Fraternity Drive, Building 425",32603,4/12/16,Satisfactory
5789,Sigma Chi Fraternity,"611 Fraternity Drive, Building 425",32603,9/19/16,Satisfactory
8426,Sigma Chi Fraternity,"611 Fraternity Drive, Building 425",32603,11/29/16,Satisfactory
3019,Sigma Kappa Sorority-Beta Tau Chapter House,1108 E Panhellenic Drive,32601,9/15/16,Incomplete
6584,Sigma Kappa Sorority-Beta Tau Chapter House,1108 E Panhellenic Drive,32601,9/16/16,Satisfactory
5931,Sigma Kappa Sorority-Beta Tau Chapter House,1108 E Panhellenic Drive,32601,12/9/16,Satisfactory
6236,Sigma Kappa Sorority-Beta Tau Chapter House,1108 E Panhellenic Drive,32601,8/11/16,Satisfactory
6348,Sigma Nu Fraternity,2371 W Fraternity Drive,32603,9/20/16,Satisfactory
9480,Sigma Nu Fraternity,2371 W Fraternity Drive,32603,1/6/17,Satisfactory
7729,Sigma Nu Fraternity,2371 W Fraternity Drive,32603,4/1/16,Satisfactory
4246,Simon's Night Club/Rain Night Club,8 S Main  Street,32601,6/28/16,Satisfactory
9303,Simon's Night Club/Rain Night Club,8 S Main  Street,32601,2/17/17,Unsatisfactory
4764,Simon's Night Club/Rain Night Club,8 S Main  Street,32601,3/1/17,Satisfactory
4029,St. Barbara,908 SE Williston Road,32641,11/16/16,Satisfactory
1793,St. Francis Catholic High School,4100 NW 115th Terrace,32606,9/9/16,Satisfactory
6927,St. Francis Catholic High School,4100 NW 115th Terrace,32606,12/5/16,Satisfactory
2016,St. Francis Catholic High School Consession,4100 NW 115th Terrace,32606,9/9/16,Satisfactory
2957,St. Francis Catholic High School Consession,4100 NW 115th Terrace,32606,12/5/16,Satisfactory
7540,St. Francis House,413 S Main Street,32601,6/17/16,Satisfactory
3625,St. Francis House,413 S Main Street,32601,8/10/16,Satisfactory
7378,St. Francis House,413 S Main Street,32601,11/18/16,Satisfactory
2487,St. Francis House,413 S Main Street,32601,2/21/17,Satisfactory
6834,St. Francis House,413 S Main Street,32601,3/16/17,Incomplete
6721,St. Francis House,413 S Main Street,32601,3/1/17,Satisfactory
7264,St. Patrick's Inter Parish School,550 NE 16th Avenue,32601,6/8/16,Satisfactory
2450,St. Patrick's Inter Parish School,550 NE 16th Avenue,32601,8/31/16,Satisfactory
6246,St. Patrick's Inter Parish School,550 NE 16th Avenue,32601,10/24/16,Satisfactory
5116,St. Patrick's Inter Parish School,550 NE 16th Avenue,32601,1/30/17,Satisfactory
1656,St. Patrick's Inter Parish School,550 NE 16th Avenue,32601,8/9/16,Satisfactory
5457,Stage 7,"4110 SW 34th  Street, Suite 1-2",32608,9/23/16,Satisfactory
